Pintu Masuk,Bulan,Jumlah,Jenis Data,Tahun,Bulan_Num,Tanggal
Minangkabau,Juni,0.0,Pintu Masuk,2022,6,2022-06-01
Sultan Syarif Kasim II,Juni,0.0,Pintu Masuk,2022,6,2022-06-01
Sultan Iskandar Muda,Juni,0.0,Pintu Masuk,2022,6,2022-06-01
Ahmad Yani,Juni,0.0,Pintu Masuk,2022,6,2022-06-01
Supadio,Juni,0.0,Pintu Masuk,2022,6,2022-06-01
Hasanuddin,Juni,523.0,Pintu Masuk,2022,6,2022-06-01
Sultan Badaruddin II,Juni,8.0,Pintu Masuk,2022,6,2022-06-01
Pintu Udara Lainnya,Juni,31.0,Pintu Masuk Lainnya,2022,6,2022-06-01
B. Pintu Laut,Juni,134664.0,Sub-Total,2022,6,2022-06-01
Batam,Juni,39649.0,Pintu Masuk,2022,6,2022-06-01
Tanjung Uban,Juni,12509.0,Pintu Masuk,2022,6,2022-06-01
Tanjung Pinang,Juni,2758.0,Pintu Masuk,2022,6,2022-06-01
Tanjung Balai Karimun,Juni,2519.0,Pintu Masuk,2022,6,2022-06-01
Tanjung Benoa,Juni,80.0,Pintu Masuk,2022,6,2022-06-01
Tanjung Mas,Juni,,Pintu Masuk,2022,6,2022-06-01
Pintu Laut Lainnya,Juni,77149.0,Pintu Masuk Lainnya,2022,6,2022-06-01
C. Pintu Darat,Juni,68737.0,Sub-Total,2022,6,2022-06-01
Jayapura,Juni,0.0,Pintu Masuk,2022,6,2022-06-01
Atambua,Juni,1792.0,Pintu Masuk,2022,6,2022-06-01
Entikong,Juni,789.0,Pintu Masuk,2022,6,2022-06-01
Aruk,Juni,969.0,Pintu Masuk,2022,6,2022-06-01
Nanga Badau,Juni,0.0,Pintu Masuk,2022,6,2022-06-01
Pintu Darat Lainnya,Juni,65187.0,Pintu Masuk Lainnya,2022,6,2022-06-01
Jumlah (A+B+C),Juni,483883.0,Grand Total,2022,6,2022-06-01
Lainnya,Juni,,Pintu Masuk Lainnya,2022,6,2022-06-01
Total,Juni,483883.0,Grand Total,2022,6,2022-06-01
A. Pintu Udara,Juli,387184.0,Sub-Total,2022,7,2022-07-01
Ngurah Rai,Juli,246442.0,Pintu Masuk,2022,7,2022-07-01
Soekarno-Hatta,Juli,119179.0,Pintu Masuk,2022,7,2022-07-01
Juanda,Juli,6087.0,Pintu Masuk,2022,7,2022-07-01
Kualanamu,Juli,7518.0,Pintu Masuk,2022,7,2022-07-01
Husein Sastranegara,Juli,21.0,Pintu Masuk,2022,7,2022-07-01
Adi Sucipto,Juli,809.0,Pintu Masuk,2022,7,2022-07-01
Bandara Int. Lombok,Juli,1658.0,Pintu Masuk,2022,7,2022-07-01
Sam Ratulangi,Juli,1684.0,Pintu Masuk,2022,7,2022-07-01
Minangkabau,Juli,0.0,Pintu Masuk,2022,7,2022-07-01
Sultan Syarif Kasim II,Juli,32.0,Pintu Masuk,2022,7,2022-07-01
Sultan Iskandar Muda,Juli,0.0,Pintu Masuk,2022,7,2022-07-01
Ahmad Yani,Juli,0.0,Pintu Masuk,2022,7,2022-07-01
Supadio,Juli,0.0,Pintu Masuk,2022,7,2022-07-01
Hasanuddin,Juli,706.0,Pintu Masuk,2022,7,2022-07-01
Sultan Badaruddin II,Juli,1024.0,Pintu Masuk,2022,7,2022-07-01
Pintu Udara Lainnya,Juli,2024.0,Pintu Masuk Lainnya,2022,7,2022-07-01
B. Pintu Laut,Juli,184193.0,Sub-Total,2022,7,2022-07-01
Batam,Juli,56610.0,Pintu Masuk,2022,7,2022-07-01
Tanjung Uban,Juli,16988.0,Pintu Masuk,2022,7,2022-07-01
Tanjung Pinang,Juli,1965.0,Pintu Masuk,2022,7,2022-07-01
Tanjung Balai Karimun,Juli,4122.0,Pintu Masuk,2022,7,2022-07-01
Tanjung Benoa,Juli,62.0,Pintu Masuk,2022,7,2022-07-01
Tanjung Mas,Juli,,Pintu Masuk,2022,7,2022-07-01
Pintu Laut Lainnya,Juli,104446.0,Pintu Masuk Lainnya,2022,7,2022-07-01
C. Pintu Darat,Juli,73744.0,Sub-Total,2022,7,2022-07-01
Jayapura,Juli,0.0,Pintu Masuk,2022,7,2022-07-01
Atambua,Juli,1149.0,Pintu Masuk,2022,7,2022-07-01
Entikong,Juli,646.0,Pintu Masuk,2022,7,2022-07-01
Aruk,Juli,1792.0,Pintu Masuk,2022,7,2022-07-01
Nanga Badau,Juli,15.0,Pintu Masuk,2022,7,2022-07-01
Pintu Darat Lainnya,Juli,70142.0,Pintu Masuk Lainnya,2022,7,2022-07-01
Jumlah (A+B+C),Juli,645121.0,Grand Total,2022,7,2022-07-01
Lainnya,Juli,,Pintu Masuk Lainnya,2022,7,2022-07-01
Total,Juli,645121.0,Grand Total,2022,7,2022-07-01
A. Pintu Udara,Agustus,422500.0,Sub-Total,2022,8,2022-08-01
Ngurah Rai,Agustus,276627.0,Pintu Masuk,2022,8,2022-08-01
Soekarno-Hatta,Agustus,121427.0,Pintu Masuk,2022,8,2022-08-01
Juanda,Agustus,8386.0,Pintu Masuk,2022,8,2022-08-01
Kualanamu,Agustus,10287.0,Pintu Masuk,2022,8,2022-08-01
Husein Sastranegara,Agustus,15.0,Pintu Masuk,2022,8,2022-08-01
Adi Sucipto,Agustus,640.0,Pintu Masuk,2022,8,2022-08-01
Bandara Int. Lombok,Agustus,2054.0,Pintu Masuk,2022,8,2022-08-01
Sam Ratulangi,Agustus,1758.0,Pintu Masuk,2022,8,2022-08-01
Minangkabau,Agustus,0.0,Pintu Masuk,2022,8,2022-08-01
Sultan Syarif Kasim II,Agustus,117.0,Pintu Masuk,2022,8,2022-08-01
Sultan Iskandar Muda,Agustus,0.0,Pintu Masuk,2022,8,2022-08-01
Ahmad Yani,Agustus,0.0,Pintu Masuk,2022,8,2022-08-01
Supadio,Agustus,0.0,Pintu Masuk,2022,8,2022-08-01
Hasanuddin,Agustus,503.0,Pintu Masuk,2022,8,2022-08-01
Sultan Badaruddin II,Agustus,4.0,Pintu Masuk,2022,8,2022-08-01
Pintu Udara Lainnya,Agustus,682.0,Pintu Masuk Lainnya,2022,8,2022-08-01
B. Pintu Laut,Agustus,164918.0,Sub-Total,2022,8,2022-08-01
Batam,Agustus,59750.0,Pintu Masuk,2022,8,2022-08-01
Tanjung Uban,Agustus,13277.0,Pintu Masuk,2022,8,2022-08-01
Tanjung Pinang,Agustus,2801.0,Pintu Masuk,2022,8,2022-08-01
Tanjung Balai Karimun,Agustus,3139.0,Pintu Masuk,2022,8,2022-08-01
Tanjung Benoa,Agustus,32.0,Pintu Masuk,2022,8,2022-08-01
Tanjung Mas,Agustus,,Pintu Masuk,2022,8,2022-08-01
Pintu Laut Lainnya,Agustus,85919.0,Pintu Masuk Lainnya,2022,8,2022-08-01
C. Pintu Darat,Agustus,83091.0,Sub-Total,2022,8,2022-08-01
Jayapura,Agustus,0.0,Pintu Masuk,2022,8,2022-08-01
Atambua,Agustus,3120.0,Pintu Masuk,2022,8,2022-08-01
Entikong,Agustus,745.0,Pintu Masuk,2022,8,2022-08-01
Aruk,Agustus,1149.0,Pintu Masuk,2022,8,2022-08-01
Nanga Badau,Agustus,318.0,Pintu Masuk,2022,8,2022-08-01
Pintu Darat Lainnya,Agustus,77759.0,Pintu Masuk Lainnya,2022,8,2022-08-01
Jumlah (A+B+C),Agustus,670509.0,Grand Total,2022,8,2022-08-01
Lainnya,Agustus,,Pintu Masuk Lainnya,2022,8,2022-08-01
Total,Agustus,670509.0,Grand Total,2022,8,2022-08-01
A. Pintu Udara,September,424198.0,Sub-Total,2022,9,2022-09-01
Ngurah Rai,September,291115.0,Pintu Masuk,2022,9,2022-09-01
Soekarno-Hatta,September,111033.0,Pintu Masuk,2022,9,2022-09-01
Juanda,September,9152.0,Pintu Masuk,2022,9,2022-09-01
Kualanamu,September,5895.0,Pintu Masuk,2022,9,2022-09-01
Husein Sastranegara,September,0.0,Pintu Masuk,2022,9,2022-09-01
Adi Sucipto,September,974.0,Pintu Masuk,2022,9,2022-09-01
Bandara Int. Lombok,September,2251.0,Pintu Masuk,2022,9,2022-09-01
Sam Ratulangi,September,2178.0,Pintu Masuk,2022,9,2022-09-01
Minangkabau,September,0.0,Pintu Masuk,2022,9,2022-09-01
Sultan Syarif Kasim II,September,272.0,Pintu Masuk,2022,9,2022-09-01
Sultan Iskandar Muda,September,0.0,Pintu Masuk,2022,9,2022-09-01
Ahmad Yani,September,0.0,Pintu Masuk,2022,9,2022-09-01
Supadio,September,0.0,Pintu Masuk,2022,9,2022-09-01
Hasanuddin,September,701.0,Pintu Masuk,2022,9,2022-09-01
Sultan Badaruddin II,September,4.0,Pintu Masuk,2022,9,2022-09-01
Pintu Udara Lainnya,September,623.0,Pintu Masuk Lainnya,2022,9,2022-09-01
B. Pintu Laut,September,196668.0,Sub-Total,2022,9,2022-09-01
Batam,September,77981.0,Pintu Masuk,2022,9,2022-09-01
Tanjung Uban,September,18218.0,Pintu Masuk,2022,9,2022-09-01
Tanjung Pinang,September,3716.0,Pintu Masuk,2022,9,2022-09-01
Tanjung Balai Karimun,September,4188.0,Pintu Masuk,2022,9,2022-09-01
Tanjung Benoa,September,46.0,Pintu Masuk,2022,9,2022-09-01
Tanjung Mas,September,,Pintu Masuk,2022,9,2022-09-01
Pintu Laut Lainnya,September,92519.0,Pintu Masuk Lainnya,2022,9,2022-09-01
C. Pintu Darat,September,79740.0,Sub-Total,2022,9,2022-09-01
Jayapura,September,0.0,Pintu Masuk,2022,9,2022-09-01
Atambua,September,2672.0,Pintu Masuk,2022,9,2022-09-01
Entikong,September,1360.0,Pintu Masuk,2022,9,2022-09-01
Aruk,September,1692.0,Pintu Masuk,2022,9,2022-09-01
Nanga Badau,September,425.0,Pintu Masuk,2022,9,2022-09-01
Pintu Darat Lainnya,September,73591.0,Pintu Masuk Lainnya,2022,9,2022-09-01
Jumlah (A+B+C),September,700606.0,Grand Total,2022,9,2022-09-01
Lainnya,September,,Pintu Masuk Lainnya,2022,9,2022-09-01
Total,September,700606.0,Grand Total,2022,9,2022-09-01
A. Pintu Udara,Oktober,447074.0,Sub-Total,2022,10,2022-10-01
Ngurah Rai,Oktober,305152.0,Pintu Masuk,2022,10,2022-10-01
Soekarno-Hatta,Oktober,112527.0,Pintu Masuk,2022,10,2022-10-01
Juanda,Oktober,9415.0,Pintu Masuk,2022,10,2022-10-01
Kualanamu,Oktober,11454.0,Pintu Masuk,2022,10,2022-10-01
Husein Sastranegara,Oktober,0.0,Pintu Masuk,2022,10,2022-10-01
Adi Sucipto,Oktober,1933.0,Pintu Masuk,2022,10,2022-10-01
Bandara Int. Lombok,Oktober,2226.0,Pintu Masuk,2022,10,2022-10-01
Sam Ratulangi,Oktober,1581.0,Pintu Masuk,2022,10,2022-10-01
Minangkabau,Oktober,371.0,Pintu Masuk,2022,10,2022-10-01
Sultan Syarif Kasim II,Oktober,632.0,Pintu Masuk,2022,10,2022-10-01
Sultan Iskandar Muda,Oktober,257.0,Pintu Masuk,2022,10,2022-10-01
Ahmad Yani,Oktober,0.0,Pintu Masuk,2022,10,2022-10-01
Supadio,Oktober,0.0,Pintu Masuk,2022,10,2022-10-01
Hasanuddin,Oktober,897.0,Pintu Masuk,2022,10,2022-10-01
Sultan Badaruddin II,Oktober,90.0,Pintu Masuk,2022,10,2022-10-01
Pintu Udara Lainnya,Oktober,539.0,Pintu Masuk Lainnya,2022,10,2022-10-01
B. Pintu Laut,Oktober,207390.0,Sub-Total,2022,10,2022-10-01
Batam,Oktober,77752.0,Pintu Masuk,2022,10,2022-10-01
Tanjung Uban,Oktober,19932.0,Pintu Masuk,2022,10,2022-10-01
Tanjung Pinang,Oktober,3912.0,Pintu Masuk,2022,10,2022-10-01
Tanjung Balai Karimun,Oktober,4085.0,Pintu Masuk,2022,10,2022-10-01
Tanjung Benoa,Oktober,92.0,Pintu Masuk,2022,10,2022-10-01
Tanjung Mas,Oktober,,Pintu Masuk,2022,10,2022-10-01
Pintu Laut Lainnya,Oktober,101617.0,Pintu Masuk Lainnya,2022,10,2022-10-01
C. Pintu Darat,Oktober,79764.0,Sub-Total,2022,10,2022-10-01
Jayapura,Oktober,78.0,Pintu Masuk,2022,10,2022-10-01
Atambua,Oktober,2646.0,Pintu Masuk,2022,10,2022-10-01
Entikong,Oktober,1804.0,Pintu Masuk,2022,10,2022-10-01
Aruk,Oktober,2116.0,Pintu Masuk,2022,10,2022-10-01
Nanga Badau,Oktober,347.0,Pintu Masuk,2022,10,2022-10-01
Pintu Darat Lainnya,Oktober,72773.0,Pintu Masuk Lainnya,2022,10,2022-10-01
Jumlah (A+B+C),Oktober,734228.0,Grand Total,2022,10,2022-10-01
Lainnya,Oktober,,Pintu Masuk Lainnya,2022,10,2022-10-01
Total,Oktober,734228.0,Grand Total,2022,10,2022-10-01
A. Pintu Udara,November,429979.0,Sub-Total,2022,11,2022-11-01
Ngurah Rai,November,287025.0,Pintu Masuk,2022,11,2022-11-01
Soekarno-Hatta,November,113729.0,Pintu Masuk,2022,11,2022-11-01
Juanda,November,9644.0,Pintu Masuk,2022,11,2022-11-01
Kualanamu,November,10615.0,Pintu Masuk,2022,11,2022-11-01
Husein Sastranegara,November,0.0,Pintu Masuk,2022,11,2022-11-01
Adi Sucipto,November,1947.0,Pintu Masuk,2022,11,2022-11-01
Bandara Int. Lombok,November,1921.0,Pintu Masuk,2022,11,2022-11-01
Sam Ratulangi,November,1721.0,Pintu Masuk,2022,11,2022-11-01
Minangkabau,November,709.0,Pintu Masuk,2022,11,2022-11-01
Sultan Syarif Kasim II,November,955.0,Pintu Masuk,2022,11,2022-11-01
Sultan Iskandar Muda,November,452.0,Pintu Masuk,2022,11,2022-11-01
Ahmad Yani,November,0.0,Pintu Masuk,2022,11,2022-11-01
Supadio,November,0.0,Pintu Masuk,2022,11,2022-11-01
Hasanuddin,November,526.0,Pintu Masuk,2022,11,2022-11-01
Sultan Badaruddin II,November,0.0,Pintu Masuk,2022,11,2022-11-01
Pintu Udara Lainnya,November,735.0,Pintu Masuk Lainnya,2022,11,2022-11-01
B. Pintu Laut,November,193894.0,Sub-Total,2022,11,2022-11-01
Batam,November,80216.0,Pintu Masuk,2022,11,2022-11-01
Tanjung Uban,November,16473.0,Pintu Masuk,2022,11,2022-11-01
Tanjung Pinang,November,3117.0,Pintu Masuk,2022,11,2022-11-01
Tanjung Balai Karimun,November,3588.0,Pintu Masuk,2022,11,2022-11-01
Tanjung Benoa,November,373.0,Pintu Masuk,2022,11,2022-11-01
Tanjung Mas,November,,Pintu Masuk,2022,11,2022-11-01
Pintu Laut Lainnya,November,90127.0,Pintu Masuk Lainnya,2022,11,2022-11-01
C. Pintu Darat,November,80910.0,Sub-Total,2022,11,2022-11-01
Jayapura,November,166.0,Pintu Masuk,2022,11,2022-11-01
Atambua,November,2511.0,Pintu Masuk,2022,11,2022-11-01
Entikong,November,1771.0,Pintu Masuk,2022,11,2022-11-01
Aruk,November,1197.0,Pintu Masuk,2022,11,2022-11-01
Nanga Badau,November,291.0,Pintu Masuk,2022,11,2022-11-01
Pintu Darat Lainnya,November,74974.0,Pintu Masuk Lainnya,2022,11,2022-11-01
Jumlah (A+B+C),November,704783.0,Grand Total,2022,11,2022-11-01
Lainnya,November,,Pintu Masuk Lainnya,2022,11,2022-11-01
Total,November,704783.0,Grand Total,2022,11,2022-11-01
A. Pintu Udara,Desember,551927.0,Sub-Total,2022,12,2022-12-01
Ngurah Rai,Desember,376361.0,Pintu Masuk,2022,12,2022-12-01
Soekarno-Hatta,Desember,124475.0,Pintu Masuk,2022,12,2022-12-01
Juanda,Desember,14264.0,Pintu Masuk,2022,12,2022-12-01
Kualanamu,Desember,19198.0,Pintu Masuk,2022,12,2022-12-01
Husein Sastranegara,Desember,0.0,Pintu Masuk,2022,12,2022-12-01
Adi Sucipto,Desember,5169.0,Pintu Masuk,2022,12,2022-12-01
Bandara Int. Lombok,Desember,2914.0,Pintu Masuk,2022,12,2022-12-01
Sam Ratulangi,Desember,1142.0,Pintu Masuk,2022,12,2022-12-01
Minangkabau,Desember,3062.0,Pintu Masuk,2022,12,2022-12-01
Sultan Syarif Kasim II,Desember,1977.0,Pintu Masuk,2022,12,2022-12-01
Sultan Iskandar Muda,Desember,1177.0,Pintu Masuk,2022,12,2022-12-01
Ahmad Yani,Desember,0.0,Pintu Masuk,2022,12,2022-12-01
Supadio,Desember,0.0,Pintu Masuk,2022,12,2022-12-01
Hasanuddin,Desember,1530.0,Pintu Masuk,2022,12,2022-12-01
Sultan Badaruddin II,Desember,0.0,Pintu Masuk,2022,12,2022-12-01
Pintu Udara Lainnya,Desember,658.0,Pintu Masuk Lainnya,2022,12,2022-12-01
B. Pintu Laut,Desember,299967.0,Sub-Total,2022,12,2022-12-01
Batam,Desember,144521.0,Pintu Masuk,2022,12,2022-12-01
Tanjung Uban,Desember,31367.0,Pintu Masuk,2022,12,2022-12-01
Tanjung Pinang,Desember,5475.0,Pintu Masuk,2022,12,2022-12-01
Tanjung Balai Karimun,Desember,6684.0,Pintu Masuk,2022,12,2022-12-01
Tanjung Benoa,Desember,914.0,Pintu Masuk,2022,12,2022-12-01
Tanjung Mas,Desember,,Pintu Masuk,2022,12,2022-12-01
Pintu Laut Lainnya,Desember,111006.0,Pintu Masuk Lainnya,2022,12,2022-12-01
C. Pintu Darat,Desember,100575.0,Sub-Total,2022,12,2022-12-01
Jayapura,Desember,184.0,Pintu Masuk,2022,12,2022-12-01
Atambua,Desember,4300.0,Pintu Masuk,2022,12,2022-12-01
Entikong,Desember,3877.0,Pintu Masuk,2022,12,2022-12-01
Aruk,Desember,3020.0,Pintu Masuk,2022,12,2022-12-01
Nanga Badau,Desember,1153.0,Pintu Masuk,2022,12,2022-12-01
Pintu Darat Lainnya,Desember,88041.0,Pintu Masuk Lainnya,2022,12,2022-12-01
Jumlah (A+B+C),Desember,952469.0,Grand Total,2022,12,2022-12-01
Lainnya,Desember,,Pintu Masuk Lainnya,2022,12,2022-12-01
Total,Desember,952469.0,Grand Total,2022,12,2022-12-01
A. Pintu Udara,Januari,484497.0,Sub-Total,2023,1,2023-01-01
Ngurah Rai,Januari,329909.0,Pintu Masuk,2023,1,2023-01-01
Soekarno-Hatta,Januari,115101.0,Pintu Masuk,2023,1,2023-01-01
Juanda,Januari,10777.0,Pintu Masuk,2023,1,2023-01-01
Kualanamu,Januari,14146.0,Pintu Masuk,2023,1,2023-01-01
Husein Sastranegara,Januari,0.0,Pintu Masuk,2023,1,2023-01-01
Adi Sucipto,Januari,3878.0,Pintu Masuk,2023,1,2023-01-01
Bandara Int. Lombok,Januari,2202.0,Pintu Masuk,2023,1,2023-01-01
Sam Ratulangi,Januari,803.0,Pintu Masuk,2023,1,2023-01-01
Minangkabau,Januari,2878.0,Pintu Masuk,2023,1,2023-01-01
Sultan Syarif Kasim II,Januari,1624.0,Pintu Masuk,2023,1,2023-01-01
Sultan Iskandar Muda,Januari,1440.0,Pintu Masuk,2023,1,2023-01-01
Ahmad Yani,Januari,1.0,Pintu Masuk,2023,1,2023-01-01
Supadio,Januari,0.0,Pintu Masuk,2023,1,2023-01-01
Hasanuddin,Januari,1066.0,Pintu Masuk,2023,1,2023-01-01
Sultan Badaruddin II,Januari,0.0,Pintu Masuk,2023,1,2023-01-01
Pintu Udara Lainnya,Januari,672.0,Pintu Masuk Lainnya,2023,1,2023-01-01
B. Pintu Laut,Januari,224851.0,Sub-Total,2023,1,2023-01-01
Batam,Januari,93781.0,Pintu Masuk,2023,1,2023-01-01
Tanjung Uban,Januari,14957.0,Pintu Masuk,2023,1,2023-01-01
Tanjung Pinang,Januari,4973.0,Pintu Masuk,2023,1,2023-01-01
Tanjung Balai Karimun,Januari,5814.0,Pintu Masuk,2023,1,2023-01-01
Tanjung Benoa,Januari,1876.0,Pintu Masuk,2023,1,2023-01-01
Tanjung Mas,Januari,,Pintu Masuk,2023,1,2023-01-01
Pintu Laut Lainnya,Januari,103450.0,Pintu Masuk Lainnya,2023,1,2023-01-01
C. Pintu Darat,Januari,89121.0,Sub-Total,2023,1,2023-01-01
Jayapura,Januari,132.0,Pintu Masuk,2023,1,2023-01-01
Atambua,Januari,2514.0,Pintu Masuk,2023,1,2023-01-01
Entikong,Januari,2508.0,Pintu Masuk,2023,1,2023-01-01
Aruk,Januari,2542.0,Pintu Masuk,2023,1,2023-01-01
Nanga Badau,Januari,718.0,Pintu Masuk,2023,1,2023-01-01
Pintu Darat Lainnya,Januari,80707.0,Pintu Masuk Lainnya,2023,1,2023-01-01
Jumlah (A+B+C),Januari,798469.0,Grand Total,2023,1,2023-01-01
Lainnya,Januari,,Pintu Masuk Lainnya,2023,1,2023-01-01
Total,Januari,798469.0,Grand Total,2023,1,2023-01-01
A. Pintu Udara,Februari,487449.0,Sub-Total,2023,2,2023-02-01
Ngurah Rai,Februari,317005.0,Pintu Masuk,2023,2,2023-02-01
Soekarno-Hatta,Februari,124803.0,Pintu Masuk,2023,2,2023-02-01
Juanda,Februari,11882.0,Pintu Masuk,2023,2,2023-02-01
Kualanamu,Februari,15072.0,Pintu Masuk,2023,2,2023-02-01
Husein Sastranegara,Februari,0.0,Pintu Masuk,2023,2,2023-02-01
Adi Sucipto,Februari,4839.0,Pintu Masuk,2023,2,2023-02-01
Bandara Int. Lombok,Februari,2355.0,Pintu Masuk,2023,2,2023-02-01
Sam Ratulangi,Februari,1848.0,Pintu Masuk,2023,2,2023-02-01
Minangkabau,Februari,3590.0,Pintu Masuk,2023,2,2023-02-01
Sultan Syarif Kasim II,Februari,1914.0,Pintu Masuk,2023,2,2023-02-01
Sultan Iskandar Muda,Februari,2024.0,Pintu Masuk,2023,2,2023-02-01
Ahmad Yani,Februari,1.0,Pintu Masuk,2023,2,2023-02-01
Supadio,Februari,1.0,Pintu Masuk,2023,2,2023-02-01
Hasanuddin,Februari,1469.0,Pintu Masuk,2023,2,2023-02-01
Sultan Badaruddin II,Februari,1.0,Pintu Masuk,2023,2,2023-02-01
Pintu Udara Lainnya,Februari,645.0,Pintu Masuk Lainnya,2023,2,2023-02-01
B. Pintu Laut,Februari,191063.0,Sub-Total,2023,2,2023-02-01
Batam,Februari,73090.0,Pintu Masuk,2023,2,2023-02-01
Tanjung Uban,Februari,11265.0,Pintu Masuk,2023,2,2023-02-01
Tanjung Pinang,Februari,2663.0,Pintu Masuk,2023,2,2023-02-01
Tanjung Balai Karimun,Februari,4795.0,Pintu Masuk,2023,2,2023-02-01
Tanjung Benoa,Februari,6505.0,Pintu Masuk,2023,2,2023-02-01
Tanjung Mas,Februari,,Pintu Masuk,2023,2,2023-02-01
Pintu Laut Lainnya,Februari,92745.0,Pintu Masuk Lainnya,2023,2,2023-02-01
C. Pintu Darat,Februari,70924.0,Sub-Total,2023,2,2023-02-01
Jayapura,Februari,86.0,Pintu Masuk,2023,2,2023-02-01
Atambua,Februari,4212.0,Pintu Masuk,2023,2,2023-02-01
Entikong,Februari,2725.0,Pintu Masuk,2023,2,2023-02-01
Aruk,Februari,2503.0,Pintu Masuk,2023,2,2023-02-01
Nanga Badau,Februari,615.0,Pintu Masuk,2023,2,2023-02-01
Pintu Darat Lainnya,Februari,60783.0,Pintu Masuk Lainnya,2023,2,2023-02-01
Jumlah (A+B+C),Februari,749436.0,Grand Total,2023,2,2023-02-01
Lainnya,Februari,,Pintu Masuk Lainnya,2023,2,2023-02-01
Total,Februari,749436.0,Grand Total,2023,2,2023-02-01
A. Pintu Udara,Maret,554665.0,Sub-Total,2023,3,2023-03-01
Ngurah Rai,Maret,366956.0,Pintu Masuk,2023,3,2023-03-01
Soekarno-Hatta,Maret,140859.0,Pintu Masuk,2023,3,2023-03-01
Juanda,Maret,10606.0,Pintu Masuk,2023,3,2023-03-01
Kualanamu,Maret,16106.0,Pintu Masuk,2023,3,2023-03-01
Husein Sastranegara,Maret,0.0,Pintu Masuk,2023,3,2023-03-01
Adi Sucipto,Maret,5007.0,Pintu Masuk,2023,3,2023-03-01
Bandara Int. Lombok,Maret,2099.0,Pintu Masuk,2023,3,2023-03-01
Sam Ratulangi,Maret,4793.0,Pintu Masuk,2023,3,2023-03-01
Minangkabau,Maret,2765.0,Pintu Masuk,2023,3,2023-03-01
Sultan Syarif Kasim II,Maret,1697.0,Pintu Masuk,2023,3,2023-03-01
Sultan Iskandar Muda,Maret,1901.0,Pintu Masuk,2023,3,2023-03-01
Ahmad Yani,Maret,1.0,Pintu Masuk,2023,3,2023-03-01
Supadio,Maret,0.0,Pintu Masuk,2023,3,2023-03-01
Hasanuddin,Maret,921.0,Pintu Masuk,2023,3,2023-03-01
Sultan Badaruddin II,Maret,1.0,Pintu Masuk,2023,3,2023-03-01
Pintu Udara Lainnya,Maret,953.0,Pintu Masuk Lainnya,2023,3,2023-03-01
B. Pintu Laut,Maret,236181.0,Sub-Total,2023,3,2023-03-01
Batam,Maret,97040.0,Pintu Masuk,2023,3,2023-03-01
Tanjung Uban,Maret,19018.0,Pintu Masuk,2023,3,2023-03-01
Tanjung Pinang,Maret,4043.0,Pintu Masuk,2023,3,2023-03-01
Tanjung Balai Karimun,Maret,4835.0,Pintu Masuk,2023,3,2023-03-01
Tanjung Benoa,Maret,3738.0,Pintu Masuk,2023,3,2023-03-01
Tanjung Mas,Maret,,Pintu Masuk,2023,3,2023-03-01
Pintu Laut Lainnya,Maret,107507.0,Pintu Masuk Lainnya,2023,3,2023-03-01
C. Pintu Darat,Maret,78398.0,Sub-Total,2023,3,2023-03-01
Jayapura,Maret,106.0,Pintu Masuk,2023,3,2023-03-01
Atambua,Maret,7016.0,Pintu Masuk,2023,3,2023-03-01
Entikong,Maret,2905.0,Pintu Masuk,2023,3,2023-03-01
Aruk,Maret,2169.0,Pintu Masuk,2023,3,2023-03-01
Nanga Badau,Maret,669.0,Pintu Masuk,2023,3,2023-03-01
Pintu Darat Lainnya,Maret,65533.0,Pintu Masuk Lainnya,2023,3,2023-03-01
Jumlah (A+B+C),Maret,869244.0,Grand Total,2023,3,2023-03-01
Lainnya,Maret,,Pintu Masuk Lainnya,2023,3,2023-03-01
Total,Maret,869244.0,Grand Total,2023,3,2023-03-01
A. Pintu Udara,April,560434.0,Sub-Total,2023,4,2023-04-01
Ngurah Rai,April,410281.0,Pintu Masuk,2023,4,2023-04-01
Soekarno-Hatta,April,99289.0,Pintu Masuk,2023,4,2023-04-01
Juanda,April,12361.0,Pintu Masuk,2023,4,2023-04-01
Kualanamu,April,15497.0,Pintu Masuk,2023,4,2023-04-01
Husein Sastranegara,April,0.0,Pintu Masuk,2023,4,2023-04-01
Adi Sucipto,April,5592.0,Pintu Masuk,2023,4,2023-04-01
Bandara Int. Lombok,April,2903.0,Pintu Masuk,2023,4,2023-04-01
Sam Ratulangi,April,4156.0,Pintu Masuk,2023,4,2023-04-01
Minangkabau,April,4100.0,Pintu Masuk,2023,4,2023-04-01
Sultan Syarif Kasim II,April,2453.0,Pintu Masuk,2023,4,2023-04-01
Sultan Iskandar Muda,April,1349.0,Pintu Masuk,2023,4,2023-04-01
Ahmad Yani,April,0.0,Pintu Masuk,2023,4,2023-04-01
Supadio,April,0.0,Pintu Masuk,2023,4,2023-04-01
Hasanuddin,April,1564.0,Pintu Masuk,2023,4,2023-04-01
Sultan Badaruddin II,April,0.0,Pintu Masuk,2023,4,2023-04-01
Pintu Udara Lainnya,April,889.0,Pintu Masuk Lainnya,2023,4,2023-04-01
B. Pintu Laut,April,235660.0,Sub-Total,2023,4,2023-04-01
Batam,April,88776.0,Pintu Masuk,2023,4,2023-04-01
Tanjung Uban,April,18547.0,Pintu Masuk,2023,4,2023-04-01
Tanjung Pinang,April,5324.0,Pintu Masuk,2023,4,2023-04-01
Tanjung Balai Karimun,April,5801.0,Pintu Masuk,2023,4,2023-04-01
